Sample_ID,Data_Source,Molecular_Formula,Empirical_Formula,Dominant_Phase,Hf_content_wt%,Zr_content_wt%,Ta_content_wt%,Nb_content_wt%,Ti_content_wt%,Si_content_wt%,C_content_wt%,B_content_wt%,Valence_Electron_Conc,Sintering_Temp_C,Sintering_Time_min,Sintering_Pressure_MPa,Heating_Rate_C_per_min,Atmosphere,Atmosphere_Code,Powder_Particle_Size_um,Milling_Time_h,Milling_Speed_rpm,Ball_to_Powder_Ratio,Cooling_Rate_C_per_min,Homologous_Temperature,Grain_Size_um,Grain_Aspect_Ratio,Porosity_%,Density_g_cm3,Relative_Density_%,Phase_Fraction_Carbide_%,Phase_Fraction_Boride_%,SiC_Phase_Fraction_%,Mixing_Enthalpy_kJ_mol,Atomic_Size_Mismatch_%,Mixing_Entropy_J_molK,Omega_Phase_Stability,Electronegativity_Difference,Liquidus_Temp_C,Num_Principal_Elements,Phase_Stability_Index,Vickers_Hardness_GPa,Fracture_Toughness_MPa_m05,Flexural_Strength_MPa,Youngs_Modulus_GPa,Weibull_Modulus,Poisson_Ratio,Shear_Modulus_GPa,Bulk_Modulus_GPa,Pughs_Ratio_K_G,Critical_Flaw_Size_um,Specific_Strength_MPa_gcm3,Specific_Stiffness_GPa_gcm3,Nano_Hardness_GPa,Elastic_Energy_Density_MJ_m3,Thermal_Conductivity_W_mK,Thermal_Shock_Resistance_dT_C,CTE_1e6_per_C,Melting_Decomp_Temp_C,Specific_Heat_Cp_J_kgK,Thermal_Diffusivity_mm2_s,Thermal_Mismatch_Stress_MPa,Biot_Number,Phonon_MFP_nm,Cp_HighTemp_J_kgK,Reradiation_Flux_kW_m2,K_Therm_HighTemp_W_mK,Oxide_Thickness_100h_um,Kp_Parabolic_mg2_cm4s,Oxidation_Activation_Energy_kJ_mol,Hot_Corrosion_Resistance_Index,O2_Diffusion_Coeff_m2s,Mass_Gain_Oxidation_mg_cm2,Spallation_Resistance,BET_Surface_Area_m2_g,Milling_Energy_kJ_g,Green_Density_g_cm3,Densification_Rate_%_min,Sintering_Activation_Energy_kJ_mol,Powder_Flowability_s_50g,Carrs_Index_%,CTOD_um,J_Integral_kJ_m2,Notch_Sensitivity_Ratio,R_Curve_Slope,Fatigue_Crack_Growth_nm_cycle,Damage_Tolerance_Index,Test_Temperature_C,Oxidation_Rate_mg_cm2s,Creep_Rate_per_s,Emissivity,Ablation_Rate_mm_per_s,Leading_Edge_Survivability_mm,Plasma_Recession_Rate_um_s,Aero_Structural_FOM,TPS_Efficiency_Index,Service_Life_h,Heat_Absorption_Specific_J_g,Reusability_Index
UHTM_0109,Experimental,Hf0.03Zr0.06Ta0.02Nb0.01Ti0.02Si0.22C0.36B0.27,Hf2.7Zr5.1Ta2.0NbTi1.5Si18.1C30.5B22.7,HfSi,18.368,17.937,14.199,3.576,2.824,19.522,14.118,9.456,4.0832,2134.2,230.8,81.33,25.21,Vacuum,0,9.456,65.49,178.8,7.05,3.53,0.7221,28.928,4.417,0.807,7.046,99.9,60.87,31.45,25.83,-3.8358,15.0,12.8881,11.0755,0.3971,4000.0,6,11.727,23.661,7.721,633.36,420.77,5.94,0.2109,169.56,238.99,1.4555,47.3102,86.76,58.282,21.738,0.00826,39.116,100.0,6.7495,3296.3,463.19,11.5108,10.13,0.01,5.0,634.13,1451.964,5.481,500.0,100.0,204.53,5.801,1.1763205e-13,200.0,0.59,0.1541,20.8838,5.2867,0.17348,442.68,60.0,18.114,0.22391,0.14272,0.9979,0.5051,0.000346,0.4315,2038.4,1.8811,1.4603e-08,0.9016,0.01239,15.0,7.5582,31.6446,1.2124,250.47,937.63,0.535
UHTM_0110,Synthetic,Hf0.02Zr0.08Nb0.03Ti0.07Si0.08C0.40B0.31,HfZr3.4Nb1.2Ti2.9Si3.1C16.6B12.6,ZrC,14.74,25.848,3.574,9.406,11.42,7.262,16.488,11.263,4.0172,1946.1,109.1,97.3,25.67,Ar,1,6.769,45.64,450.1,7.95,8.77,0.6594,31.29,3.747,0.337,6.7387,99.9,61.19,41.15,5.74,-6.4724,15.0,12.8292,6.3889,0.4271,4000.0,7,14.339,23.388,6.553,561.56,396.16,6.76,0.1979,170.98,219.89,1.3262,43.3432,74.956,55.303,21.174,0.00258,41.94,100.0,8.0059,3223.2,403.33,15.3849,13.06,0.0408,5.0,543.75,778.818,9.217,500.0,100.0,201.76,6.154,5.74368e-15,200.0,0.5631,0.1,30.0,5.3451,0.34111,392.51,52.77,21.968,0.19289,0.11076,0.9857,0.4948,0.000663,0.2712,1689.0,0.86454,4.615e-09,0.93,0.02078,15.0,10.3393,26.3042,0.2992,475.44,672.48,5.004
UHTM_0111,Synthetic,Hf0.04Zr0.02Ta0.03Nb0.05Si0.26C0.41B0.18,Hf1.7ZrTa1.4Nb2.2Si11.8C18.5B8.1,HfSi,20.321,6.036,16.463,13.319,1.42,21.982,14.696,5.764,4.2402,1938.4,101.2,97.61,8.46,Vacuum,0,0.743,5.18,381.8,5.83,40.82,0.6624,25.534,3.08,3.781,5.4239,85.0,66.82,36.52,25.89,-5.283,15.0,12.7334,7.5281,0.3965,4000.0,7,11.292,23.248,6.515,657.77,389.36,7.64,0.2134,164.44,214.2,1.3875,31.2271,101.329,69.692,22.682,0.01438,38.136,100.0,6.5189,3123.4,444.59,15.3148,25.62,0.0508,5.0,551.47,231.461,6.64,500.0,100.0,213.18,6.62,1.86619e-15,200.0,0.5832,1.5892,7.7732,4.491,0.21557,413.83,23.589,20.595,0.1636,0.11047,1.0,0.427,0.000494,0.2802,1202.8,0.58304,1.831e-09,0.8587,0.01767,14.701,10.7895,47.765,0.9762,652.5,530.45,5.94
UHTM_0112,Experimental,Hf0.06Zr0.17Ta0.02Nb0.07Ti0.03Si0.12C0.46B0.08,Hf3.5Zr11.0TaNb4.2Ti1.7Si7.3C29.0B5.3,ZrC,21.715,34.684,6.231,13.553,2.804,7.047,11.98,1.985,4.178,1900.2,43.1,89.21,35.18,He,3,4.711,65.45,281.5,7.97,7.5,0.6054,40.947,4.321,1.475,7.4048,99.9,56.21,22.54,9.35,-2.6326,15.0,13.5214,17.7336,0.5147,4000.0,6,15.881,22.573,8.508,362.42,424.74,7.32,0.2052,173.24,230.83,1.2902,100.0,54.342,70.67,21.052,0.001,49.313,100.0,7.0877,3452.7,387.54,17.2778,13.91,0.0386,5.0,513.92,467.771,9.461,500.0,100.0,214.98,6.704,3.52278e-15,200.0,0.6609,0.1,30.0,5.7948,0.94388,438.87,41.436,19.628,0.46963,0.16807,0.9996,0.6306,0.000327,0.4155,1472.2,0.68058,3.682e-09,0.91,0.00555,15.0,3.764,16.3445,0.3468,664.44,563.76,6.433
UHTM_0113,Synthetic,Hf0.09Zr0.09Nb0.03Ti0.01Si0.13C0.50B0.13,Hf6.2Zr5.9Nb2.2TiSi9.2C34.0B9.0,HfC,39.778,19.354,4.186,7.475,1.723,9.291,14.691,3.502,4.0816,1641.6,132.1,68.06,41.96,Ar,1,2.478,68.96,316.2,5.14,12.44,0.5211,43.12,2.677,5.414,7.0553,98.082,57.71,25.53,12.32,-4.2557,15.0,12.7391,10.3424,0.4818,4000.0,5,6.542,23.138,7.097,337.57,351.76,5.0,0.1914,146.24,183.82,1.2364,100.0,36.731,46.77,21.993,0.001,44.842,100.0,7.3957,3455.0,396.31,16.1179,8.54,0.034,5.0,512.44,478.602,6.286,500.0,100.0,221.11,6.813,2.0294e-15,200.0,0.5771,0.662,30.0,5.2377,0.25921,445.51,29.92,21.74,0.42798,0.14648,1.0,0.6254,0.000359,0.2631,1480.1,0.64753,3.481e-09,0.8896,0.01129,15.0,6.153,18.179,0.1191,650.13,572.09,6.331
UHTM_0114,Experimental,Hf0.08Zr0.03Ta0.02Nb0.02Ti0.07Si0.28C0.21B0.29,Hf4.1Zr1.5Ta1.1NbTi3.6Si13.5C10.1B14.1,HfSi,36.798,6.771,10.323,4.676,8.593,19.049,6.124,7.668,4.0733,1653.9,52.9,76.07,16.01,N2,2,4.751,5.6,439.8,14.41,23.22,0.5458,30.973,1.776,3.28,6.6532,93.655,51.1,34.49,22.87,-3.7047,15.0,14.2164,13.2586,0.3789,4000.0,7,2.982,23.422,7.01,512.32,415.33,7.21,0.2018,166.51,236.48,1.3572,59.5885,67.289,61.552,22.065,0.01202,44.243,100.0,7.3612,3455.1,382.01,17.3463,6.48,0.01,5.0,533.83,1418.936,8.998,500.0,100.0,239.39,5.967,6.85231e-14,200.0,0.6324,0.4132,10.7769,4.9873,0.64876,437.23,42.097,22.146,0.22499,0.1154,1.0,0.4996,0.000418,0.2226,2050.6,2.33368,2.1269e-08,0.8611,0.01877,15.0,10.7484,25.234,0.939,187.28,775.76,0.0
UHTM_0115,Synthetic,Hf0.08Zr0.14Ta0.03Nb0.03Ti0.06Si0.19C0.31B0.16,Hf3.4Zr5.5Ta1.2NbTi2.5Si7.5C12.4B6.3,HfSi,30.523,25.466,11.252,4.739,6.208,10.746,7.58,3.486,4.1251,1960.5,82.2,42.82,23.96,Vacuum,0,4.609,38.33,292.1,9.75,26.34,0.6247,1.131,2.139,2.362,7.0836,99.9,56.6,23.61,13.98,-5.0418,15.0,15.1865,10.9658,0.4714,4000.0,6,8.127,23.637,5.276,900.0,415.46,14.99,0.215,174.66,231.04,1.2479,10.9391,132.565,59.723,22.467,0.01054,54.032,100.0,8.2509,3640.5,398.51,19.7589,9.36,0.0284,78.884,517.69,210.164,11.269,500.0,100.0,216.88,6.79,6.9437e-16,200.0,0.5571,0.5018,30.0,4.8554,0.45165,420.51,43.592,15.468,0.0744,0.06227,1.0,0.1699,0.000888,0.2443,1170.6,0.38803,1.328e-09,0.8684,0.01568,15.0,8.7214,37.1976,0.314,909.32,453.96,6.851
UHTM_0116,Experimental,Hf0.09Zr0.12Ta0.02Nb0.04Ti0.01Si0.10C0.59B0.03,Hf7.1Zr9.7Ta2.0Nb3.4TiSi7.9C47.6B2.5,HfC,34.393,23.796,9.852,8.528,1.292,5.977,15.423,0.739,4.1764,1804.6,96.6,70.46,42.75,N2,2,5.863,21.84,249.3,19.6,38.42,0.5688,34.914,3.021,0.01,7.2802,99.9,65.13,16.36,5.55,-7.6359,15.0,11.5865,5.3935,0.5209,4000.0,6,5.62,25.302,6.801,518.33,443.2,7.15,0.185,190.79,229.31,1.1997,54.7957,66.899,63.609,22.782,0.00401,54.509,100.0,8.3864,3554.5,426.69,17.7963,14.35,0.01,5.0,610.93,2107.018,6.015,500.0,100.0,216.35,3.654,2.292383e-13,200.0,0.6313,0.1385,13.4929,5.5517,0.42335,471.01,49.536,23.584,0.18784,0.10574,1.0,0.5323,0.000531,0.2706,2243.6,4.09621,2.7905e-08,0.928,0.02434,15.0,12.7688,19.2332,0.5605,111.43,958.17,0.0
UHTM_0117,Synthetic,Hf0.08Zr0.03Nb0.06Ti0.03Si0.15C0.47B0.18,Hf3.0ZrNb2.2Ti1.3Si6.1C18.7B7.2,HfC,38.261,6.55,1.836,14.964,4.419,12.247,16.137,5.587,4.1121,2150.4,199.9,56.45,44.47,N2,2,3.632,28.28,297.3,7.91,22.92,0.7076,21.191,3.125,1.117,7.0891,99.179,64.82,34.33,17.81,-6.342,15.0,12.745,6.6566,0.4351,4000.0,6,6.173,25.608,6.708,746.13,400.41,9.97,0.2015,166.32,233.29,1.4161,25.7253,107.426,56.999,23.836,0.001,45.163,107.7,6.8286,3312.4,435.08,14.1826,0.0,0.1093,5.0,613.48,1626.312,5.0,500.0,100.0,237.33,4.96,1.3941658e-13,200.0,0.5361,0.4643,25.1496,5.1546,0.27301,405.32,37.568,16.307,0.14445,0.11206,0.9611,0.3953,0.000537,0.2101,2141.5,2.93836,2.0559e-08,0.8407,0.0242,14.748,14.6668,38.5594,1.0024,155.49,918.14,0.0
UHTM_0118,Experimental,Hf0.04Zr0.06Ta0.05Nb0.05Ti0.06Si0.17C0.20B0.37,HfZr1.4TaNb1.2Ti1.4Si4.0C4.7B8.4,TaSi,19.188,13.839,20.371,11.524,7.142,12.082,6.043,9.81,4.2209,1844.0,213.9,58.56,15.94,Ar,1,1.726,12.93,331.7,10.19,39.7,0.6146,28.495,4.222,0.44,6.2252,94.67,50.29,34.09,16.48,-3.8603,15.0,14.6312,12.6419,0.3782,4000.0,8,0.0,20.252,7.178,549.39,427.56,7.92,0.2002,169.02,229.71,1.3844,54.3314,92.858,77.552,19.616,0.00823,35.564,100.0,7.5239,3335.5,360.83,16.1168,6.17,0.0301,5.0,452.1,304.373,8.567,500.0,100.0,198.52,6.867,2.4135e-16,200.0,0.6375,0.6006,14.2959,4.6649,0.18985,459.99,29.505,19.625,0.20846,0.11663,0.9783,0.4781,0.000379,0.3737,1279.5,0.20121,2.793e-09,0.9149,0.00758,15.0,3.4133,27.5331,1.1734,1792.54,449.96,8.405
UHTM_0119,Synthetic,Hf0.08Zr0.10Ta0.01Nb0.03Si0.27C0.25B0.26,Hf7.9Zr9.4TaNb3.1Si26.5C24.7B25.1,HfSi,34.525,21.06,4.447,7.005,0.699,18.296,7.305,6.663,4.0479,1686.0,93.5,80.62,29.78,Vacuum,0,5.087,41.62,175.6,10.37,31.3,0.5421,32.629,4.165,4.834,6.8408,97.229,55.2,34.07,19.27,-4.2869,15.0,13.8155,10.9731,0.4122,4000.0,6,9.66,22.645,7.401,527.44,397.69,8.28,0.1889,151.07,200.57,1.2928,62.6753,93.149,59.314,22.257,0.001,58.333,100.0,7.1141,3404.9,436.93,19.9921,0.0,0.1344,5.0,604.74,1512.965,7.616,500.0,100.0,241.41,4.247,1.72844e-14,200.0,0.7208,0.1,12.8134,5.2012,0.37467,432.55,46.447,18.147,0.2627,0.13825,0.9796,0.5209,0.000436,0.3094,2078.7,2.61284,2.4104e-08,0.8736,0.02543,15.0,14.402,27.1313,2.0338,181.29,905.57,0.0
UHTM_0120,Experimental,Hf0.08Zr0.13Nb0.06Ti0.09Si0.20C0.34B0.08,Hf1.4Zr2.2NbTi1.6Si3.4C5.8B1.4,HfSi,30.02,24.645,2.693,11.394,9.173,11.713,8.541,1.821,4.1227,2028.8,210.3,42.55,13.66,He,3,8.319,68.97,460.4,5.13,6.54,0.6535,17.837,3.325,0.384,7.2902,99.9,50.19,26.3,11.91,-2.2883,15.0,14.8748,22.6485,0.484,4000.0,6,9.768,22.727,6.78,802.27,422.82,7.8,0.1905,175.74,226.79,1.2698,22.7329,112.033,57.252,21.182,0.01258,52.947,100.0,8.4132,3484.1,372.25,18.3128,0.0,0.0933,5.0,523.35,1336.038,7.307,500.0,100.0,205.48,6.229,2.907039e-14,200.0,0.5875,0.1,30.0,5.1043,0.20724,431.18,58.675,19.294,0.12511,0.1122,0.902,0.3592,0.000507,0.3171,2002.8,1.64476,1.3883e-08,0.8803,0.01714,15.0,8.9576,30.8142,0.1,274.7,733.9,1.625
UHTM_0121,Synthetic,Hf0.08Zr0.04Ta0.04Nb0.03Ti0.06Si0.27C0.27B0.22,Hf2.9Zr1.4Ta1.3NbTi2.2Si9.8C10.0B8.3,HfSi,32.637,8.2,15.162,5.952,6.855,17.725,7.73,5.739,4.1538,1776.0,210.0,45.44,9.58,N2,2,6.674,36.22,369.7,17.59,8.66,0.5853,45.896,4.123,0.674,6.9628,99.766,51.26,27.12,19.18,-4.7255,15.0,14.5394,10.5431,0.4074,4000.0,8,13.182,22.073,8.887,358.78,448.26,5.0,0.2146,186.43,253.44,1.4018,100.0,46.032,69.158,20.624,0.01536,42.525,100.0,7.2565,3426.6,380.55,15.5074,7.24,0.01,5.0,529.3,1711.507,5.0,500.0,100.0,235.67,4.931,1.0158014e-13,200.0,0.7147,0.1,30.0,4.9707,0.20317,444.83,55.078,24.461,0.47711,0.17523,1.0,0.6871,0.000208,0.412,2122.2,2.82891,2.2512e-08,0.9167,0.02147,15.0,11.3752,15.8098,0.3416,156.98,799.04,0.0
UHTM_0122,Experimental,Hf0.10Zr0.05Ta0.05Ti0.05Si0.35C0.31B0.09,Hf2.2Zr1.1TaTiSi7.7C6.9B1.9,HfSi,37.46,9.268,17.309,0.817,4.575,20.682,7.891,1.997,4.1613,1915.3,190.6,93.97,46.0,Ar,1,3.45,5.97,353.3,5.48,22.41,0.621,7.132,1.767,1.455,7.1262,99.9,50.48,21.22,26.17,-6.2485,15.0,13.5431,7.9469,0.4377,4000.0,5,11.585,23.094,6.243,851.93,414.67,11.56,0.1946,178.72,198.67,1.0386,17.0918,118.799,53.757,22.241,0.001,53.798,100.0,7.1049,3666.6,387.85,19.2301,8.49,0.01,47.714,479.0,290.245,8.628,500.0,3.358344,239.29,8.093,1.27418e-15,141.7139,0.6035,0.4941,7.5163,5.4882,0.2197,434.82,34.12,19.669,0.09642,0.10199,0.9936,0.2473,0.000679,0.277,1283.4,0.03054,2.664e-09,0.8484,0.00909,15.0,4.681,40.5673,0.1,2000.0,484.66,9.012
UHTM_0123,Synthetic,Hf0.06Zr0.08Ta0.05Nb0.05Ti0.11Si0.26C0.27B0.11,Hf1.3Zr1.7TaNbTi2.2Si5.4C5.4B2.2,HfSi,22.834,15.412,18.633,9.115,10.451,14.779,6.417,2.358,4.2539,2018.7,60.8,24.5,41.92,Ar,1,9.362,44.64,139.8,19.1,20.45,0.666,33.74,1.2,0.611,6.5428,97.872,46.12,28.36,15.17,-4.9087,15.0,15.5877,11.0579,0.4382,4000.0,7,8.322,23.998,5.679,551.09,435.71,5.0,0.2103,189.06,252.68,1.3371,33.7974,78.45,69.29,22.778,0.02623,42.762,100.0,8.0698,3482.2,383.29,16.6449,0.0,0.01,5.0,464.97,262.215,5.0,500.0,100.0,234.24,6.94,1.34607e-15,200.0,0.54,0.3412,8.7716,4.461,0.64203,441.01,60.0,20.074,0.12397,0.0798,1.0,0.487,0.00075,0.2359,1236.4,0.56137,1.714e-09,0.8954,0.02299,15.0,12.7517,23.9736,0.1,629.08,456.49,6.775
UHTM_0124,Experimental,Hf0.02Zr0.06Ta0.03Nb0.05Ti0.03Si0.26C0.31B0.25,HfZr2.4Ta1.2Nb2.0Ti1.1Si10.6C12.8B10.4,ZrSi,12.648,15.625,14.783,13.116,3.814,21.182,10.851,7.981,4.1992,2140.2,175.0,58.85,39.2,He,3,9.131,24.5,341.7,18.38,37.43,0.7326,0.716,4.495,0.471,6.161,96.576,55.29,37.56,24.76,-3.4282,15.0,13.7766,12.747,0.3893,4000.0,7,13.759,22.423,5.719,900.0,418.26,14.53,0.2168,169.01,254.85,1.5732,12.8547,164.878,66.034,21.092,0.001,44.287,100.0,6.7455,3172.0,373.24,19.578,14.69,0.01,74.494,445.84,371.41,7.01,500.0,100.0,211.24,6.324,1.251906e-14,200.0,0.5965,0.1,28.8637,4.6646,0.25441,424.11,60.0,17.863,0.09721,0.07613,1.0,0.169,0.000723,0.1674,1354.7,0.81931,1.583e-09,0.9565,0.01201,15.0,6.5417,50.0,1.2817,529.21,493.33,5.302
UHTM_0125,Synthetic,Hf0.04Zr0.08Ta0.03Nb0.01Ti0.08Si0.17C0.50B0.09,Hf3.6Zr7.9Ta2.6NbTi7.3Si15.8C47.0B8.2,ZrC,18.915,21.523,13.788,2.767,10.354,13.201,16.825,2.627,4.1393,2075.3,228.5,93.02,7.19,Ar,1,2.173,61.63,148.4,13.03,29.46,0.6947,46.27,1.302,1.828,6.5719,99.9,68.56,23.4,16.75,-7.5281,15.0,12.7953,5.7749,0.4693,4000.0,6,13.073,19.834,6.839,310.34,414.86,5.57,0.1858,162.27,219.83,1.3414,100.0,50.944,69.554,18.611,0.001,42.787,100.0,7.5729,3397.7,407.74,15.5244,19.98,0.01,5.0,495.76,541.186,5.984,500.0,100.0,217.03,6.936,2.58374e-15,200.0,0.6767,0.5638,13.4753,5.2722,0.22839,439.37,30.872,19.745,0.37865,0.10705,1.0,0.6481,0.000502,0.2697,1548.8,0.62353,3.96e-09,0.8651,0.00791,15.0,5.0897,15.0046,0.7292,700.86,615.18,6.205
UHTM_0126,Synthetic,Hf0.05Zr0.05Ta0.02Nb0.04Ti0.05Si0.30C0.41B0.08,Hf2.3Zr2.6TaNb1.8Ti2.3Si14.2C19.3B4.0,HfSi,23.051,13.141,10.179,9.563,6.171,22.435,13.028,2.432,4.1731,2005.8,173.3,68.83,42.97,N2,2,0.49,31.3,131.5,13.15,20.02,0.6766,6.069,1.987,0.186,6.7134,99.9,61.24,28.47,26.79,-4.4004,15.0,13.2414,9.7608,0.4352,4000.0,7,6.521,22.058,4.568,900.0,394.22,11.13,0.1928,161.14,224.32,1.3711,8.2018,139.907,65.534,20.449,0.001,46.729,100.0,6.2843,3243.7,413.13,16.3513,13.42,0.01,49.243,570.7,1850.983,5.0,500.0,100.0,213.28,4.876,1.0354666e-13,200.0,0.6423,1.8263,5.5624,5.0017,0.2303,419.65,17.917,23.09,0.05544,0.05236,1.0,0.203,0.001328,0.297,2190.5,3.16508,2.529e-08,0.8857,0.02874,15.0,16.016,50.0,0.1801,150.19,922.08,0.0
UHTM_0127,Synthetic,Hf0.10Zr0.09Nb0.02Ti0.06Si0.12C0.61,Hf6.7Zr5.6NbTi4.1Si7.4C38.7,HfC,43.809,18.784,1.973,3.418,7.197,7.695,17.116,0.007,4.0538,2007.8,99.6,63.71,24.71,Ar,1,7.439,13.88,310.9,14.81,9.37,0.6361,5.197,3.781,0.12,7.8504,99.9,67.61,23.63,9.75,-6.6557,15.0,10.5713,5.7255,0.5189,4000.0,5,9.446,25.089,5.99,900.0,436.26,11.4,0.1754,203.05,230.42,1.197,14.1013,128.17,54.701,23.28,0.001,55.092,100.0,8.7109,3604.8,397.03,17.795,7.64,0.01,55.747,579.46,1515.756,6.722,500.0,100.0,226.09,3.509,5.815585e-14,200.0,0.4969,0.1,13.404,5.7169,0.33154,447.76,54.829,20.975,0.07646,0.08454,0.9704,0.2259,0.000676,0.308,2106.9,2.69948,1.6175e-08,0.8323,0.02278,15.0,14.2887,30.1324,0.8364,162.15,823.81,0.0
UHTM_0128,Experimental,Hf0.09Zr0.10Ta0.02Nb0.03Ti0.01Si0.25C0.20B0.30,Hf6.5Zr7.5Ta1.3Nb2.5TiSi19.2C14.9B23.2,HfSi,34.788,20.536,7.082,6.968,1.439,16.248,5.39,7.549,4.065,2167.6,135.1,39.98,20.41,Vacuum,0,8.293,13.76,261.1,10.81,12.12,0.6939,16.984,2.638,0.931,6.8365,97.06,48.52,35.9,17.37,-4.5405,15.0,14.1781,10.8422,0.3963,4000.0,7,16.36,17.422,6.094,698.26,409.45,9.35,0.1997,183.8,218.7,1.1192,24.2489,93.659,55.539,16.442,0.01484,45.871,100.0,8.1421,3472.2,382.28,17.4363,10.94,0.0704,5.0,564.08,2525.896,5.0,500.0,100.0,224.43,1.748,3.7857261e-13,200.0,0.5226,0.1,9.4069,4.651,0.27851,435.45,60.0,22.591,0.12691,0.0823,1.0,0.3402,0.000652,0.336,2388.2,5.99525,5.8578e-08,0.8883,0.0329,15.0,18.0755,30.4768,1.5054,75.68,898.63,0.0
UHTM_0129,Synthetic,Hf0.02Zr0.02Ta0.01Ti0.06Si0.16C0.50B0.23,Hf1.4Zr1.6TaTi4.5Si12.9C39.0B17.8,HfC,13.485,7.79,9.813,1.909,11.611,19.585,25.372,10.435,4.0129,1777.5,165.6,47.46,29.59,Vacuum,0,9.682,55.35,335.5,14.71,29.2,0.6396,18.992,4.505,2.551,6.0184,93.971,79.63,38.17,24.69,-3.9248,15.0,11.4347,9.1934,0.3792,4000.0,7,10.233,24.514,7.865,766.77,375.38,8.98,0.1991,159.95,228.43,1.388,33.487,113.138,53.06,23.201,0.00516,43.619,100.0,7.2215,3155.5,403.0,18.5454,4.01,0.01,5.0,481.47,175.134,7.976,500.0,100.0,232.92,7.358,1.12564e-15,200.0,0.6264,0.1,30.0,4.2196,0.19725,406.87,60.0,23.352,0.22875,0.15627,1.0,0.4001,0.000264,0.3423,1087.9,0.70014,1.404e-09,0.8969,0.02466,14.519,13.9951,46.8405,0.3739,528.03,437.04,5.705
UHTM_0130,Synthetic,Hf0.05Zr0.04Nb0.02Ti0.03Si0.15C0.49B0.20,Hf2.1Zr1.7NbTi1.2Si6.2C20.1B8.0,HfC,30.295,12.292,5.646,7.342,4.646,13.859,19.102,6.818,4.0617,1600.7,137.2,88.16,9.11,N2,2,8.909,19.12,135.7,5.67,21.75,0.5343,11.108,2.192,1.618,6.557,94.908,66.25,32.39,15.4,-4.0787,15.0,12.3345,10.5139,0.4233,4000.0,7,4.67,23.81,5.635,851.9,432.96,10.71,0.2129,175.03,254.53,1.4159,13.9296,129.693,67.156,22.566,0.001,43.831,100.0,6.7461,3476.6,406.89,16.6136,5.04,0.1377,20.997,472.06,137.815,8.267,500.0,100.0,227.15,7.51,5.9919e-16,200.0,0.5479,0.2894,3.6042,5.0923,0.28194,397.18,60.0,18.254,0.0884,0.06715,0.9976,0.2669,0.000829,0.1532,1017.3,0.39436,5.21e-10,0.908,0.01021,15.0,6.274,44.5802,1.1106,1006.94,411.92,7.414
UHTM_0131,Experimental,Hf0.04Zr0.07Ta0.02Nb0.04Ti0.01Si0.19C0.42B0.21,Hf4.1Zr7.4Ta2.4Nb3.6TiSi18.5C42.0B20.5,HfSi,21.014,19.498,12.355,9.685,1.385,15.075,14.582,6.407,4.1563,1763.2,55.2,64.74,39.05,Vacuum,0,6.045,55.24,272.4,5.81,26.23,0.585,29.464,1.047,1.099,6.396,96.465,60.94,33.67,17.44,-2.8645,15.0,13.1533,15.6168,0.4296,4000.0,7,3.676,25.549,5.414,587.87,409.76,7.77,0.1896,171.49,224.33,1.3428,27.0019,77.676,53.402,23.673,0.00151,39.185,100.0,7.8893,3401.1,430.8,15.9225,0.0,0.01,5.0,624.09,1518.104,5.337,500.0,100.0,218.16,5.609,1.1770296e-13,200.0,0.572,0.1,30.0,4.8092,0.60017,419.31,48.995,19.357,0.10709,0.07729,0.9981,0.4596,0.000848,0.1376,2048.7,2.10644,1.5986e-08,0.9182,0.01864,15.0,9.922,28.5796,1.512,214.53,862.76,0.0
UHTM_0132,Synthetic,Hf0.04Zr0.11Ta0.02Nb0.02Si0.24C0.52B0.05,Hf1.8Zr5.5TaNbSi12.4C26.4B2.6,ZrSi,18.071,27.839,10.084,5.301,0.128,19.397,17.635,1.546,4.1384,1730.7,95.5,61.18,31.21,He,3,5.348,14.82,169.9,11.86,9.36,0.5722,22.424,2.203,1.668,7.022,99.9,67.03,22.53,23.75,-4.4965,15.0,11.2922,8.5387,0.4609,4000.0,6,1.454,22.669,4.943,673.9,394.25,8.25,0.192,179.09,203.42,1.0557,17.124,91.86,55.72,21.975,0.00721,47.024,100.0,7.0506,3400.1,400.33,16.1825,0.15,0.0964,5.0,502.31,394.386,6.651,500.0,100.0,219.33,7.063,5.51244e-15,200.0,0.5579,0.3178,4.5192,5.049,0.44268,397.54,44.752,20.917,0.11019,0.06908,1.0,0.3728,0.001094,0.1,1418.9,0.3778,2.508e-09,0.8544,0.01269,15.0,7.5673,34.4485,0.3702,987.36,560.33,7.756
